LOOP,Tipo,Longitud,Nodos,Codigos,Bloque,ListaNodos
R350EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB003 , GOB012 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R351EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB012 , OD003 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R352EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB012 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R353EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB012 , OD003 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R354EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB012 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R355EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB012 , OD019 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R356EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD003 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R357EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD003 , OD019 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R358EX,Reinforcing (+),6,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R359EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD003 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R360EX,Reinforcing (+),5,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R361EX,Reinforcing (+),6,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R362EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB009 , GOB012 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R363EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB009 , GOB012 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R364EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB009 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R365EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PARTICIPACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC026 , GOB005 , GOB009 , OD019 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PARTICIPACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B366EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → RENTA NETA POR PERSONA → NIVEL DE ESFUERZO PARA CUBRIR LOS GASTOS EN BIENES DE PRIMERA NECESIDAD → POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE → ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC022 , DES019 , DES010 , DES031 , DES004 , DES016",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'RENTA NETA POR PERSONA', 'NIVEL DE ESFUERZO PARA CUBRIR LOS GASTOS EN BIENES DE PRIMERA NECESIDAD', 'POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE', 'ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN']"
R367EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → RENTA NETA POR PERSONA → CAPACIDAD DE AHORRO E INVERSIÓN → POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE → ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC022 , EC028 , DES010 , DES031 , DES004 , DES016",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'RENTA NETA POR PERSONA', 'CAPACIDAD DE AHORRO E INVERSIÓN', 'POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE', 'ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN']"
B368EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → RENTA BRUTA POR PERSONA → RENTA NETA POR PERSONA → DESIGUALDADES EN SALUD → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE → ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,"OD008 , EC014 , EC022 , DES003 , EC046 , DES031 , DES004 , DES016",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'RENTA BRUTA POR PERSONA', 'RENTA NETA POR PERSONA', 'DESIGUALDADES EN SALUD', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE', 'ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN']"
R369EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → UTILIDAD Y PERTINENCIA DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE → ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS → DESIGUALDADES EDUCATIVAS → NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,"OD008 , OD001 , GOB006 , EC023 , EC046 , DES031 , DES004 , DES016",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'UTILIDAD Y PERTINENCIA DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE', 'ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS', 'DESIGUALDADES EDUCATIVAS', 'NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN']"
R370EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → UTILIDAD Y PERTINENCIA DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , OD001 , GOB006 , EC023 , EC047 , GOB005 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'UTILIDAD Y PERTINENCIA DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
R371EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → UTILIDAD Y PERTINENCIA DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , OD001 , GOB006 , EC023 , EC047 , GOB005 , OD019 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'UTILIDAD Y PERTINENCIA DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R372EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → UTILIDAD Y PERTINENCIA DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , OD001 , GOB006 , EC023 , EC047 , GOB005 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'UTILIDAD Y PERTINENCIA DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R373EX,Reinforcing (+),7,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → UTILIDAD Y PERTINENCIA DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , OD001 , GOB006 , EC023 , EC047 , GOB005 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'UTILIDAD Y PERTINENCIA DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
R374EX,Reinforcing (+),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → UTILIDAD Y PERTINENCIA DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL → FORTALEZA INSTITUCIONAL → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , OD001 , GOB006 , EC023 , EC047 , GOB005 , OD015 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'UTILIDAD Y PERTINENCIA DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL', 'FORTALEZA INSTITUCIONAL', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B375EX,Balancing (-),6,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,"OD008 , GOB004 , EC030 , EC026 , GOB005 , GOB055",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN']"
B376EX,Balancing (-),8,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN,"OD008 , GOB004 , EC030 , EC026 , GOB005 , GOB013 , OD003 , OD015",,"['ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN']"
